plate_score,region_score,start_direction,end_direction,hour,is_weekend,month,daily_visits,lag_7,lag_14,lag_30,rolling_7,is_holiday,is_long_weekend,is_local,days_since_first_visit,client_lifetime_visits,client_active_days_last_30d,client_weekend_frac_last_90d,avg_gap_days,std_gap_days,is_weekly_visitor,is_monthly_visitor,daily_visits
0.999,0.536,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.165,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,5,1.0,1.0,0.0,5.0,0.0,1,0,3374.0
1.0,0.83,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.81,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.045,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,3,2.0,2.0,0.0,1.5,0.5,1,0,3374.0
1.0,0.703,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.997,0.033,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.994,0.958,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.952,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.97,0.792,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.998,0.743,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.806,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,3,2.0,2.0,0.5,1.5,0.5,1,0,3374.0
1.0,0.921,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.825,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.844,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.782,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.602,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.44,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.873,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,2.0,2.0,0.0,3.0,1.0,1,0,3374.0
1.0,0.776,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.921,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.022,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.81,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,2,1.0,1.0,0.0,2.0,0.0,1,0,3374.0
0.999,0.704,83.0,75.0,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.997,0.414,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.515,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.49,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.878,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.998,0.929,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.996,0.92,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.987,0.639,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.899,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.704,56.0,68.0,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.883,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.986,0.768,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.928,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.518,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.461,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.401,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.998,0.632,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.805,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.964,0.793,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.998,0.764,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,1,3.0,1.0,1.0,1.0,0.0,1,0,3374.0
0.968,0.851,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.998,0.214,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.992,0.615,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.98,0.504,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.858,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.992,0.379,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.983,0.884,79.0,77.0,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.729,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.995,0.87,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.975,0.841,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.94,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,2.0,2.0,0.5,3.0,2.0,1,0,3374.0
0.998,0.013,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.211,74.0,78.0,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.902,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.985,0.388,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.9,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.893,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.893,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.998,0.103,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,2.0,2.0,0.0,3.0,1.0,1,0,3374.0
1.0,0.794,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.574,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,4,2.0,2.0,0.0,2.0,1.0,1,0,3374.0
0.877,0.028,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.73,0.168,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.864,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,2,2.0,2.0,0.5,1.0,0.0,1,0,3374.0
0.995,0.916,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.947,58.0,66.0,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.646,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.692,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.734,52.0,65.0,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.962,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.998,0.779,76.0,80.0,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.974,74.0,65.0,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.777,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,5,3.0,3.0,0.0,1.6666666666666667,0.9428090415820634,1,0,3374.0
1.0,0.786,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,4,7.0,4.0,0.2857142857142857,1.0,0.0,1,0,3374.0
0.999,0.718,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.028,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.868,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.997,0.699,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,4.0,3.0,0.0,2.0,0.816496580927726,1,0,3374.0
0.999,0.91,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.918,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,5.0,4.0,0.0,1.5,0.5,1,0,3374.0
0.999,0.88,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,4,2.0,1.0,0.0,4.0,0.0,1,0,3374.0
1.0,0.791,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,11.0,6.0,0.2727272727272727,1.0,0.0,1,0,3374.0
0.976,0.419,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.729,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.869,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.652,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,10.0,5.0,0.2,1.2,0.4,1,0,3374.0
1.0,0.748,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.937,0.337,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.744,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.987,0.861,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,4.0,4.0,0.0,1.5,0.5,1,0,3374.0
0.99,0.824,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.94,73.0,65.0,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,1,1.0,1.0,1.0,1.0,0.0,1,0,3374.0
1.0,0.849,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.027,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.992,0.824,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.995,0.733,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.992,0.475,84.0,77.0,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.697,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,3.0,3.0,0.0,2.0,0.816496580927726,1,0,3374.0
1.0,0.796,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,8.0,6.0,0.25,1.0,0.0,1,0,3374.0
1.0,0.711,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.992,0.074,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,4.0,3.0,0.0,2.0,1.4142135623730951,1,0,3374.0
0.999,0.705,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,13.0,5.0,0.15384615384615385,1.2,0.4000000000000001,1,0,3374.0
1.0,0.716,165.0,,13,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.903,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.084,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.354,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.613,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,5.0,5.0,0.0,1.2,0.4,1,0,3374.0
0.988,0.943,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.542,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,14.0,5.0,0.2857142857142857,1.2,0.4,1,0,3374.0
0.997,0.69,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.993,0.885,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.96,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,6.0,5.0,0.16666666666666666,1.2,0.4000000000000001,1,0,3374.0
0.999,0.659,84.0,83.0,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.995,0.509,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.297,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.633,80.0,72.0,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,2,2.0,2.0,0.5,1.0,0.0,1,0,3374.0
1.0,0.658,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.013,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,2,1.0,1.0,0.0,2.0,0.0,1,0,3374.0
1.0,0.933,75.0,84.0,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.736,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,2,1.0,1.0,0.0,2.0,0.0,1,0,3374.0
0.999,0.326,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.634,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.838,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.885,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.893,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.016,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.705,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,4,2.0,2.0,0.5,2.0,1.0,1,0,3374.0
0.841,0.343,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.743,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.878,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.963,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,2,3.0,2.0,0.3333333333333333,1.0,0.0,1,0,3374.0
1.0,0.669,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.483,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.866,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.915,79.0,76.0,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,3,2.0,2.0,0.5,1.5,0.5,1,0,3374.0
1.0,0.684,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.869,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.683,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.976,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,5,2.0,2.0,0.0,2.5,0.5,1,0,3374.0
1.0,0.829,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,3,1.0,1.0,0.0,3.0,0.0,1,0,3374.0
0.948,0.898,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.689,77.0,76.0,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.914,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,5,9.0,4.0,0.0,1.25,0.4330127018922193,1,0,3374.0
1.0,0.786,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.896,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,4.0,4.0,0.25,1.5,0.8660254037844386,1,0,3374.0
1.0,0.804,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,2.0,2.0,0.0,3.0,1.0,1,0,3374.0
1.0,0.869,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,2,1.0,1.0,0.0,2.0,0.0,1,0,3374.0
1.0,0.148,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.707,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.303,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,2,2.0,2.0,0.5,1.0,0.0,1,0,3374.0
1.0,0.92,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,1,1.0,1.0,1.0,1.0,0.0,1,0,3374.0
1.0,0.829,71.0,57.0,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.882,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,4,1.0,1.0,0.0,4.0,0.0,1,0,3374.0
0.992,0.543,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,5.0,4.0,0.2,1.5,0.5,1,0,3374.0
1.0,0.727,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.896,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,3.0,3.0,0.3333333333333333,2.0,1.4142135623730951,1,0,3374.0
0.998,0.708,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.811,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.999,0.651,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.789,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.937,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.992,0.867,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
0.749,0.121,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,6,1.0,1.0,0.0,6.0,0.0,1,0,3374.0
1.0,0.927,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,2,1.0,1.0,0.0,2.0,0.0,1,0,3374.0
0.989,0.83,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
1.0,0.954,165.0,,12,1,4,3374.0,21.0,5.0,2.0,3459.285714285714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3374.0
